1,CEG Campus,Chennai,IT,190,195,199,192,193,187,180
2,ACT Campus,Chennai,IT,189,194,198,191,192,186,179
4,MIT Campus,Chennai,IT,185,190,196,188,189,182,175
5,Annamalai University,Chidambaram,IT,170,180,190,175,178,165,160
1013,University College of Engineering,Villupuram,IT,160,170,180,165,168,150,140
1014,University College of Engineering,Villupuram,IT,155,165,175,160,163,145,135
1015,University College of Engineering,Thiruvannamalai,IT,158,168,178,163,166,148,138
1026,University College of Engineering,Kanchipuram,IT,165,175,185,170,173,155,145
1101,Aalim Muhammed Salegh College of Engineering,Chennai,IT,150,160,170,155,158,140,130
1106,Jaya Engineering College,Chennai,IT,145,155,165,150,153,135,125
1107,Lakshmi Chand Rajani College of Engineering and Technology,Tiruvallur,IT,140,150,160,145,148,130,120
1110,Prathyusha Institute of Technology and Management,Tiruvallur,IT,145,155,165,150,153,135,125
1112,R.M.D Engineering College,Tiruvallur,IT,160,170,180,165,168,150,140
1113,R.M.K Engineering College,Tiruvallur,IT,165,175,185,170,173,155,145
1114,S.A Engineering College,Chennai,IT,150,160,170,155,158,140,130
1115,Sri Ram Engineering College,Chennai,IT,145,155,165,150,153,135,125
1116,Sri Venkateswara College of Engineering and Technology,Tiruvallur,IT,140,150,160,145,148,130,120
1118,Vel Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Chennai,IT,135,145,155,140,143,125,115
1120,Velammal Engineering College,Chennai,IT,155,165,175,160,163,145,135
1121,Sri Venkateswara Institute of Science and Technology,Tiruvallur,IT,130,140,150,135,138,120,110
1122,Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Avadi,IT,165,160,155,150,145,140,135
1123,Gojan School of Business and Technology,Redhills,IT,150,145,140,135,130,125,120
1124,Sams College of Engineering and Technology,Tiruvallur,IT,140,135,130,125,120,115,110
1125,PMR Engineering College,Maduravoyal,IT,155,150,145,140,135,130,125
1126,JNN Institute of Engineering,Thiruvallur,IT,145,140,135,130,125,120,115
1127,St. Peters College of Engineering and Technology,Avadi,IT,160,155,150,145,140,135,130
1128,R.M.K. College of Engineering and Technology,Gummidipoondi,IT,175,170,165,160,155,150,145
1131,Vel Tech,Avadi,IT,180,175,170,165,160,155,150
1133,Annai Veilankanni's College of Engineering,Kancheepuram,IT,145,140,135,130,125,120,115
1137,Annai Mira College of Engineering and Technology,Vellore,IT,140,135,130,125,120,115,110
1209,Pallavan College of Engineering,Kancheepuram,IT,140,135,130,125,120,115,110
1210,Panimalar Engineering College,Poonamallee,IT,185,180,175,170,165,160,155
1211,Rajalakshmi Engineering College,Thandalam,IT,190,185,180,175,170,165,160
1212,Rajiv Gandhi College of Engineering,Chennai,IT,145,140,135,130,125,120,115
1213,S.K.R Engineering College,Poonamallee,IT,160,155,150,145,140,135,130
1214,Sakthi Mariamman Engineering College,Thandalam,IT,140,135,130,125,120,115,110
1216,Saveetha Engineering College,Thandalam,IT,175,170,165,160,155,150,145
1217,Sree Sastha Institute of Engineering and Technology,Poonamallee,IT,150,145,140,135,130,125,120
1218,Sri Muthukumaran Institute of Technology,Kunrathur,IT,155,150,145,140,135,130,125
1219,Sri Venkateswara College of Engineering,Sriperumbudur,IT,190,185,180,175,170,165,160
