1,University Departments of Anna University - CEG Campus,Chennai,ECE,192,189,186,182,170,160,150
2,University Departments of Anna University - ACT Campus,Guindy,ECE,190,187,184,180,168,158,148
4,University Departments of Anna University - MIT Campus,Chennai,ECE,188,185,183,178,165,155,145
5,Faculty of Engineering-Annamalai University,Chennai,ECE,177,172,170,165,150,140,130
1013,University College of Engineering Villupuram,Villupuram,ECE,168,163,160,155,140,130,120
1014,University College of Engineering Tindivanam,Villupuram,ECE,165,160,158,153,138,128,118
1015,University College of Engineering Arni,Thiruvannamalai,ECE,163,158,155,150,135,125,115
1026,University College of Engineering Kanchipuram,Kanchipuram,ECE,170,165,162,158,145,135,125
1101,Aalim Muhammed Salegh College of Engineering,Avadi,ECE,165,160,158,150,135,125,115
1106,Jaya Engineering College,Poonamallee,ECE,163,158,155,148,133,123,113
1107,Lakshmi Chand Rajani College of Engineering and Technology,Kanchipadi,ECE,160,155,153,148,135,125,115
1110,Prathyusha Institute of Technology and Management,Tiruvallur,ECE,165,160,158,153,140,130,120
1112,R.M.D Engineering College,Gummidpoondi,ECE,175,170,168,163,150,140,130
1113,R.M.K Engineering College,Gummidpoondi,ECE,180,175,172,167,155,145,135
1114,S.A Engineering College,Poonamallee,ECE,172,167,165,160,148,138,128
1115,Sri Ram Engineering College,Perumalpattu,ECE,165,160,158,153,140,130,120
1116,Sri Venkateswara College of Engineering and Technology,Thirupachur,ECE,168,163,160,155,143,133,123
1118,Vel Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Avadi,ECE,170,165,162,157,145,135,125
1120,Velammal Engineering College,Ambattur,ECE,178,173,170,165,153,143,133
1121,Sri Venkateswara Institute of Science and Technology,Tiruvallur,ECE,160,155,153,148,135,125,115
1122,Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Avadi,ECE,168,163,160,155,143,133,123
1123,Gojan School of Business and Technology,Redhills,ECE,165,160,158,153,140,130,120
1124,Sams College of Engineering and Technology,Tiruvallur,ECE,160,155,153,148,135,125,115
1125,PMR Engineering College,Maduravoyal,ECE,162,157,155,150,138,128,118
1126,JNN Institute of Engineering,Thiruvallur,ECE,158,153,150,145,133,123,113
1127,St. Peters College of Engineering and Technology,Avadi,ECE,170,165,162,157,145,135,125
1128,R.M.K. College of Engineering and Technology,Gummidipoondi,ECE,175,170,168,163,150,140,130
1131,Vel Tech,Avadi,ECE,178,173,170,165,153,143,133
1133,Annai Veilankanni's College of Engineering,Kancheepuram,ECE,160,155,153,148,135,125,115
1137,Annai Mira College of Engineering and Technology,Vellore,ECE,158,153,150,145,133,123,113
1139,Siva Institute of Frontier Technology,Thiruvallur,ECE,158,153,150,145,133,123,113
1140,Jeppiaar Institute of Technology,Kancheepuram,ECE,170,165,162,157,145,135,125
1141,R.V.S. Padmavathy College of Engineering & Technology,Thiruvallur,ECE,160,155,153,148,135,125,115
1149,St.Joseph's Institute of Technology,Kancheepuram,ECE,175,170,168,163,150,140,130
1201,Arignar Anna Institute of Science and Technology,Sriperumbudur,ECE,165,160,158,153,140,130,120
1202,DMI College of Engineering,Sriperumbudur,ECE,160,155,153,148,135,125,115
1205,Lord Venkateshwara Engineering College,Puliyambakkam,ECE,158,153,150,145,133,123,113
1206,Maamallan Institute of Technology,Sriperumbudur,ECE,160,155,153,148,135,125,115
1207,Kings Engineering College,Sriperumbudur,ECE,170,165,162,157,145,135,125
1208,Kanchi Pallavan Engineering College,Kancheepuram,ECE,158,153,150,145,133,123,113
1209,Pallavan College of Engineering,Kancheepuram,ECE,158,153,150,145,133,123,113
