1,CEG Campus,Chennai,EEE,188,193,197,190,191,185,178
2,ACT Campus,Chennai,EEE,187,192,196,189,190,184,177
4,MIT Campus,Chennai,EEE,183,188,194,186,187,180,173
5,Annamalai University,Chidambaram,EEE,168,178,188,173,176,163,158
1013,University College of Engineering,Villupuram,EEE,158,168,178,163,166,148,138
1014,University College of Engineering,Villupuram,EEE,153,163,173,158,161,143,133
1015,University College of Engineering,Thiruvannamalai,EEE,156,166,176,161,164,146,136
1026,University College of Engineering,Kanchipuram,EEE,163,173,183,168,171,153,143
1101,Aalim Muhammed Salegh College of Engineering,Chennai,EEE,148,158,168,153,156,138,128
1106,Jaya Engineering College,Chennai,EEE,143,153,163,148,151,133,123
1107,Lakshmi Chand Rajani College of Engineering and Technology,Tiruvallur,EEE,138,148,158,143,146,128,118
1110,Prathyusha Institute of Technology and Management,Tiruvallur,EEE,143,153,163,148,151,133,123
1112,R.M.D Engineering College,Tiruvallur,EEE,158,168,178,163,166,148,138
1113,R.M.K Engineering College,Tiruvallur,EEE,163,173,183,168,171,153,143
1114,S.A Engineering College,Chennai,EEE,148,158,168,153,156,138,128
1115,Sri Ram Engineering College,Chennai,EEE,143,153,163,148,151,133,123
1116,Sri Venkateswara College of Engineering and Technology,Tiruvallur,EEE,138,148,158,143,146,128,118
1118,Vel Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Chennai,EEE,133,143,153,138,141,123,113
1120,Velammal Engineering College,Chennai,EEE,153,163,173,158,161,143,133
1121,Sri Venkateswara Institute of Science and Technology,Tiruvallur,EEE,128,138,148,133,136,118,108
1122,Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Avadi,EEE,163,158,153,148,143,138,133
1123,Gojan School of Business and Technology,Redhills,EEE,148,143,138,133,128,123,118
1124,Sams College of Engineering and Technology,Tiruvallur,EEE,138,133,128,123,118,113,108
1125,PMR Engineering College,Maduravoyal,EEE,153,148,143,138,133,128,123
1126,JNN Institute of Engineering,Thiruvallur,EEE,143,138,133,128,123,118,113
1127,St. Peters College of Engineering and Technology,Avadi,EEE,158,153,148,143,138,133,128
1128,R.M.K. College of Engineering and Technology,Gummidipoondi,EEE,173,168,163,158,153,148,143
1131,Vel Tech,Avadi,EEE,178,173,168,163,158,153,148
1133,Annai Veilankanni's College of Engineering,Kancheepuram,EEE,143,138,133,128,123,118,113
1137,Annai Mira College of Engineering and Technology,Vellore,EEE,138,133,128,123,118,113,108
1209,Pallavan College of Engineering,Kancheepuram,EEE,138,133,128,123,118,113,108
1210,Panimalar Engineering College,Poonamallee,EEE,183,178,173,168,163,158,153
1211,Rajalakshmi Engineering College,Thandalam,EEE,188,183,178,173,168,163,158
1212,Rajiv Gandhi College of Engineering,Chennai,EEE,143,138,133,128,123,118,113
1213,S.K.R Engineering College,Poonamallee,EEE,158,153,148,143,138,133,128
1214,Sakthi Mariamman Engineering College,Thandalam,EEE,138,133,128,123,118,113,108
1216,Saveetha Engineering College,Thandalam,EEE,173,168,163,158,153,148,143
1217,Sree Sastha Institute of Engineering and Technology,Poonamallee,EEE,148,143,138,133,128,123,118
1218,Sri Muthukumaran Institute of Technology,Kunrathur,EEE,153,148,143,138,133,128,123
1219,Sri Venkateswara College of Engineering,Sriperumbudur,EEE,188,183,178,173,168,163,158
1234,Indira Gandhi College of Engineering and Technology for Women,Chengalpattu,EEE,138,133,128,123,118,113,108
1235,JEI Mathaajee College of Engineering,Kancheepuram,EEE,128,123,118,113,108,103,98
1237,Velammal Institute of Technology,Ponneri,EEE,178,173,168,163,158,153,148
1238,BKR College of Engineering and Technology,Tiruttani,EEE,133,128,123,118,113,108,103
1241,T.J.S. Engineering College,Thiruvallur,EEE,143,138,133,128,123,118,113
1242,Sree Sastha College of Engineering,Thiruvallur,EEE,138,133,128,123,118,113,108
1243,Madha Institute of Engineering and Technology,Kancheepuram,EEE,148,143,138,133,128,123,118
1301,Mohamed Sathak A.J. College of Engineering,Kelambakkam,EEE,158,153,148,143,138,133,128
